respondent_id,agency_name,loan_type_name,loan_type,property_type_name,property_type,loan_purpose_name,loan_purpose,owner_occupancy_name,owner_occupancy,loan_amount_000s,action_taken_name,action_taken,applicant_ethnicity_name,applicant_ethnicity,applicant_race_name_1,applicant_race_1,applicant_sex_name,applicant_sex,applicant_income_000s,hud_median_family_income_000s,tract_to_msamd_income,approval_status_name,income_class_name,,Action,Name,Reference
619877,Consumer Financial Protection Bureau,VA-guaranteed,3,One-to-four family dwelling (other than manufactured housing),1,Home purchase,1,Owner-occupied as a principal dwelling,1,230,Loan originated,1,Not Hispanic or Latino,2,White,5,Male,1,69,56.1,133.850006,,,,,,
451965,Consumer Financial Protection Bureau,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Home purchase,1,Not owner-occupied as a principal dwelling,2,424,Loan purchased by the institution,6,Not Hispanic or Latino,2,White,5,Male,1,219,89.8,162.020004,,,,,,
504713,Consumer Financial Protection Bureau,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Home improvement,2,Owner-occupied as a principal dwelling,1,14,Loan originated,1,Not Hispanic or Latino,2,White,5,Male,1,53,82.2,109.980003,,,,,,
940311,Consumer Financial Protection Bureau,FHA-insured,2,One-to-four family dwelling (other than manufactured housing),1,Home purchase,1,Owner-occupied as a principal dwelling,1,122,Loan originated,1,Hispanic or Latino,1,White,5,Male,1,49,20.5,169.820007,,,,,,
451965,Consumer Financial Protection Bureau,VA-guaranteed,3,One-to-four family dwelling (other than manufactured housing),1,Home purchase,1,Owner-occupied as a principal dwelling,1,245,Loan purchased by the institution,6,Not Hispanic or Latino,2,Black or African American,3,Male,1,119,73,107.07,,,,,,
852320,Consumer Financial Protection Bureau,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Home purchase,1,Owner-occupied as a principal dwelling,1,104,Loan originated,1,Not Hispanic or Latino,2,White,5,Female,2,27,55.1,94.1200027,,,,,,
504713,Consumer Financial Protection Bureau,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Refinancing,3,Owner-occupied as a principal dwelling,1,130,Loan originated,1,Not Hispanic or Latino,2,White,5,Male,1,26,55.2,144.270004,,,,,,
504713,Consumer Financial Protection Bureau,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Refinancing,3,Owner-occupied as a principal dwelling,1,86,Loan originated,1,Not Hispanic or Latino,2,White,5,Female,2,39,67.5,79.9499969,,,,,,
852320,Consumer Financial Protection Bureau,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Refinancing,3,Owner-occupied as a principal dwelling,1,750,Loan originated,1,Not Hispanic or Latino,2,Black or African American,3,Male,1,229,114.2,116.980003,,,,,,
852218,Consumer Financial Protection Bureau,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Home purchase,1,Owner-occupied as a principal dwelling,1,200,Loan purchased by the institution,6,Not Hispanic or Latino,2,White,5,Male,1,89,78.7,86.8700027,,,,,,
451965,Consumer Financial Protection Bureau,Conventional,1,Manufactured housing,2,Refinancing,3,Owner-occupied as a principal dwelling,1,55,Application denied by financial institution,3,Not Hispanic or Latino,2,White,5,Female,2,99,52.3,94.6500015,,,,,,
723112,Consumer Financial Protection Bureau,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Refinancing,3,Owner-occupied as a principal dwelling,1,50,Application denied by financial institution,3,Not Hispanic or Latino,2,White,5,Female,2,16,67.9,84.5500031,,,,,,
619877,Consumer Financial Protection Bureau,VA-guaranteed,3,One-to-four family dwelling (other than manufactured housing),1,Refinancing,3,Owner-occupied as a principal dwelling,1,192,Loan originated,1,Not Hispanic or Latino,2,White,5,Male,1,,95.4,183.710007,,,,,,
451965,Consumer Financial Protection Bureau,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Refinancing,3,Owner-occupied as a principal dwelling,1,682,Loan originated,1,Not Hispanic or Latino,2,Asian,2,Male,1,257,97.4,218.770004,,,,,,
510871,Consumer Financial Protection Bureau,FSA/RHS-guaranteed,4,One-to-four family dwelling (other than manufactured housing),1,Home purchase,1,Owner-occupied as a principal dwelling,1,121,Application denied by financial institution,3,Hispanic or Latino,1,White,5,Male,1,32,18.4,114.779999,,,,,,
451965,Consumer Financial Protection Bureau,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Refinancing,3,Owner-occupied as a principal dwelling,1,221,Loan purchased by the institution,6,Not Hispanic or Latino,2,White,5,Female,2,134,57.9,176.600006,,,,,,
852218,Consumer Financial Protection Bureau,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Home purchase,1,Owner-occupied as a principal dwelling,1,600,Loan originated,1,Not Hispanic or Latino,2,Asian,2,Male,1,210,104.8,208.779999,,,,,,
852218,Consumer Financial Protection Bureau,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Home purchase,1,Owner-occupied as a principal dwelling,1,920,Loan originated,1,Not Hispanic or Latino,2,Asian,2,Female,2,155,113.1,106.68,,,,,,
4186591,Consumer Financial Protection Bureau,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Refinancing,3,Owner-occupied as a principal dwelling,1,332,Loan originated,1,Not Hispanic or Latino,2,White,5,Female,2,116,67.7,89.8799973,,,,,,
4186591,Consumer Financial Protection Bureau,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Refinancing,3,Owner-occupied as a principal dwelling,1,613,Application denied by financial institution,3,Hispanic or Latino,1,White,5,Male,1,99,79.3,196.75,,,,,,
2712969,Consumer Financial Protection Bureau,FSA/RHS-guaranteed,4,One-to-four family dwelling (other than manufactured housing),1,Home purchase,1,Owner-occupied as a principal dwelling,1,103,Loan originated,1,Not Hispanic or Latino,2,White,5,Male,1,29,57.6,65.2799988,,,,,,
12311,Consumer Financial Protection Bureau,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Home purchase,1,Owner-occupied as a principal dwelling,1,139,Loan originated,1,Not Hispanic or Latino,2,White,5,Male,1,33,57.6,100.290001,,,,,,
451965,Consumer Financial Protection Bureau,FHA-insured,2,One-to-four family dwelling (other than manufactured housing),1,Home purchase,1,Owner-occupied as a principal dwelling,1,236,Loan purchased by the institution,6,Not Hispanic or Latino,2,White,5,Female,2,72,89.8,80.2600021,,,,,,
451965,Consumer Financial Protection Bureau,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Home purchase,1,Owner-occupied as a principal dwelling,1,237,Loan purchased by the institution,6,Not Hispanic or Latino,2,White,5,Male,1,77,75.4,107.669998,,,,,,
480228,Consumer Financial Protection Bureau,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Refinancing,3,Owner-occupied as a principal dwelling,1,85,Application denied by financial institution,3,Not Hispanic or Latino,2,Black or African American,3,Female,2,58,72.5,80.3300018,,,,,,
379920,Consumer Financial Protection Bureau,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Refinancing,3,Owner-occupied as a principal dwelling,1,55,Loan originated,1,Not Hispanic or Latino,2,White,5,Male,1,83,72.2,50.1599998,,,,,,
233031,Consumer Financial Protection Bureau,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Refinancing,3,Owner-occupied as a principal dwelling,1,35,Loan originated,1,Not Hispanic or Latino,2,White,5,Female,2,37,47.9,88.5100021,,,,,,
451965,Consumer Financial Protection Bureau,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Home purchase,1,Owner-occupied as a principal dwelling,1,140,Loan purchased by the institution,6,Hispanic or Latino,1,White,5,Female,2,61,70.9,102.440002,,,,,,
2925666,Consumer Financial Protection Bureau,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Home purchase,1,Owner-occupied as a principal dwelling,1,180,Loan originated,1,Not Hispanic or Latino,2,White,5,Male,1,82,59.1,154.240005,,,,,,
852218,Consumer Financial Protection Bureau,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Home purchase,1,Owner-occupied as a principal dwelling,1,228,Loan purchased by the institution,6,Not Hispanic or Latino,2,White,5,Male,1,76,59.5,102.559998,,,,,,
2590037,Consumer Financial Protection Bureau,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Home purchase,1,Owner-occupied as a principal dwelling,1,306,Application denied by financial institution,3,Not Hispanic or Latino,2,White,5,Male,1,50,67.3,123.870003,,,,,,
852218,Consumer Financial Protection Bureau,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Home purchase,1,Not owner-occupied as a principal dwelling,2,127,Application denied by financial institution,3,Hispanic or Latino,1,White,5,Male,1,316,51.8,81.7699966,,,,,,
617677,Consumer Financial Protection Bureau,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Home purchase,1,Owner-occupied as a principal dwelling,1,50,Loan originated,1,Not Hispanic or Latino,2,Black or African American,3,Male,1,70,88.3,78.6500015,,,,,,
595869,Consumer Financial Protection Bureau,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Home purchase,1,Not owner-occupied as a principal dwelling,2,313,Loan originated,1,Not Hispanic or Latino,2,Asian,2,Female,2,124,63.2,192.600006,,,,,,
451965,Consumer Financial Protection Bureau,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Refinancing,3,Owner-occupied as a principal dwelling,1,560,Application denied by financial institution,3,Not Hispanic or Latino,2,White,5,Male,1,110,96,122.669998,,,,,,
852218,Consumer Financial Protection Bureau,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Refinancing,3,Owner-occupied as a principal dwelling,1,750,Loan purchased by the institution,6,Not Hispanic or Latino,2,White,5,Male,1,211,96,147.580002,,,,,,
146672,Consumer Financial Protection Bureau,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Home purchase,1,Owner-occupied as a principal dwelling,1,134,Loan originated,1,Not Hispanic or Latino,2,White,5,Female,2,68,79.6,78.2200012,,,,,,
613307,Consumer Financial Protection Bureau,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Refinancing,3,Owner-occupied as a principal dwelling,1,540,Loan originated,1,Not Hispanic or Latino,2,White,5,Female,2,1689,108.3,236.679993,,,,,,
311845,Consumer Financial Protection Bureau,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Home purchase,1,Owner-occupied as a principal dwelling,1,1026,Loan originated,1,Not Hispanic or Latino,2,White,5,Male,1,274,64.4,120.510002,,,,,,
3303298,Consumer Financial Protection Bureau,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Home purchase,1,Not owner-occupied as a principal dwelling,2,102,Loan originated,1,Not Hispanic or Latino,2,White,5,Female,2,145,74.5,99.3399963,,,,,,
146672,Consumer Financial Protection Bureau,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Refinancing,3,Owner-occupied as a principal dwelling,1,260,Loan originated,1,Not Hispanic or Latino,2,White,5,Female,2,144,73.4,118.529999,,,,,,
451965,Consumer Financial Protection Bureau,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Home purchase,1,Owner-occupied as a principal dwelling,1,419,Loan purchased by the institution,6,Not Hispanic or Latino,2,White,5,Male,1,100,75.4,120.57,,,,,,
852218,Consumer Financial Protection Bureau,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Home purchase,1,Owner-occupied as a principal dwelling,1,312,Loan purchased by the institution,6,Not Hispanic or Latino,2,White,5,Male,1,74,110.8,107.349998,,,,,,
617677,Consumer Financial Protection Bureau,VA-guaranteed,3,One-to-four family dwelling (other than manufactured housing),1,Refinancing,3,Not owner-occupied as a principal dwelling,2,37,Loan originated,1,Not Hispanic or Latino,2,White,5,Male,1,158,51.8,85.4899979,,,,,,
480228,Consumer Financial Protection Bureau,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Refinancing,3,Owner-occupied as a principal dwelling,1,424,Application denied by financial institution,3,Not Hispanic or Latino,2,White,5,Male,1,83,94.3,204.970001,,,,,,
451965,Consumer Financial Protection Bureau,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Refinancing,3,Not owner-occupied as a principal dwelling,2,93,Application denied by financial institution,3,Hispanic or Latino,1,White,5,Male,1,18,81.4,88.6699982,,,,,,
451965,Consumer Financial Protection Bureau,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Refinancing,3,Owner-occupied as a principal dwelling,1,592,Loan originated,1,Not Hispanic or Latino,2,White,5,Female,2,169,88,183.929993,,,,,,
852320,Consumer Financial Protection Bureau,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Home purchase,1,Owner-occupied as a principal dwelling,1,252,Loan originated,1,Not Hispanic or Latino,2,White,5,Male,1,147,60.3,122.300003,,,,,,
480228,Consumer Financial Protection Bureau,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Refinancing,3,Owner-occupied as a principal dwelling,1,150,Application denied by financial institution,3,Not Hispanic or Latino,2,Black or African American,3,Male,1,45,69.2,96.4800034,,,,,,
504713,Consumer Financial Protection Bureau,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Home improvement,2,Owner-occupied as a principal dwelling,1,10,Application denied by financial institution,3,Not Hispanic or Latino,2,Asian,2,Male,1,22,83.9,80.1500015,,,,,,
451965,Consumer Financial Protection Bureau,FHA-insured,2,One-to-four family dwelling (other than manufactured housing),1,Home purchase,1,Owner-occupied as a principal dwelling,1,180,Loan purchased by the institution,6,Hispanic or Latino,1,White,5,Male,1,38,66.2,80.7900009,,,,,,
